ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,Food type,Address,Delivery time
335883,Paharganj,Delhi,Red Dragon,250,2.9,80,"Chinese,Continental,Beverages",Sector-3,39
336053,Rohini,Delhi,Wendy'S,200,4.1,100,American,Sector 8,40
336272,Sector 16 Rohini,Delhi,Punjabi Angithi,400,4,1000,"North Indian,Chinese,Punjabi,Kebabs,Fast Food,Tandoor",Rohini,48
336796,Paschim Vihar,Delhi,Kabab Hut,300,2.9,80,"Indian,Tandoor,Biryani",Paschim Vihar,49
336801,Sector 7 Rohini,Delhi,On A Roll,250,4,100,Fast Food,Rohini,36
338105,Tilak Nagar,Delhi,Cake & Co.,300,2.9,80,"South Indian,Biryani,Desserts",Tilak Nagar,70
339608,Shalimar Bagh,Delhi,Shalimar Cafe  By Amandeep Pure Veg,200,4.3,50,"Indian,Chinese,Italian",Ashok Vihar,65
340236,Rohini,Delhi,Mmj Delights,400,2.9,80,"Chinese,Fast Food,Pizzas,Pastas,Indian",Rohini,58
340655,Shakurpur,Delhi,Ali- Karim'S Food,300,2.8,20,"Indian,Mughlai",Nsp,59
342007,Rohini,Delhi,Biryani Chowk,250,2.9,80,"Chinese,Indian",Rohini,46
342558,Rohini,Delhi,Turban Coffee,500,2.9,80,"Italian,Fast Food,Snacks,Beverages",Rohini,40
343432,Sector 16 Rohini,Delhi,Chinese Veg Crunch,300,4,100,"Chinese,Fast Food",Rohini,49
343908,Rohini,Delhi,Al Karim S Foods,200,3.9,50,Indian,Rohini,44
343941,Rohini,Delhi,Chicken Bites,400,2.9,80,"Indian,Tandoor,Kebabs",Rohini,53
345212,Sector 3 Rohini,Delhi,Pikwik Bakers,600,3.5,100,"Desserts,Bakery",Rohini,35
345547,Sector 16 Rohini,Delhi,Food Of Dreams,300,4,100,"North Indian,Chinese",Rohini,51
346224,Rohini,Delhi,Zaikedaar Biryani,250,2.9,80,"Fast Food,North Indian",Rohini,45
346225,Rohini,Delhi,Backstreet Cafe,300,4,20,"Chinese,Fast Food,Pizzas,Snacks",Rohini,50
346275,Rohini - Sector 16,Delhi,Mims Roll N Biryani,200,2.9,80,Indian,Gtb Nagar,53
346473,Rajouri Garden,Delhi,Burgerama,600,4.3,500,"American,Fast Food,Snacks,Beverages,Italian-American",Rajouri Garden,70
346778,Rohini,Delhi,Biryani Hi Biryani,250,2.9,80,Indian,Rohini,44
346921,Pitam Pura,Delhi,Roll City,300,2.9,80,Fast Food,Nsp,56
347288,Pitam Pura,Delhi,K3 Kurry Ka King,300,4,50,"Chinese,Continental,Mughlai",Nsp,39
347479,Rohini,Delhi,Happy Hours(Hr),300,2.9,80,Combo,Rohini,54
347493,Sector 7 Rohini,Delhi,Hudson Chopsticks,300,4.2,1000,"Chinese,Thai,Pan-Asian,Oriental",Rohini,44
348395,Rohini,Delhi,The Burger Bistro,200,2.9,80,"American,Fast Food,Beverages",Rohini,52
348417,Sector 3 Rohini,Delhi,Variation (Rohini),350,4.1,100,"Chinese,Beverages,Fast Food",Rohini,31
348725,Pitam Pura,Delhi,Chinese By Nature,100,3.2,50,"Chinese,Indian",Nsp,53
349801,Tagore Garden Extension,Delhi,Sardar Ji Family Restaurant (Raja Garden),300,4.2,100,"Punjabi,Chinese,North Indian,Beverages,Tandoor,Kebabs,Indian,Fast Food",Rajouri Garden,73
349967,Rohini,Delhi,Hot & Spicy Restaurant,300,2.9,80,"Chinese,Indian,Tandoor",Rohini,49
350537,Rohini,Delhi,Hyderabadi Biryani Zaika,250,2.9,80,"Biryani,Indian",Rohini,44
351222,Rohini,Delhi,Biryani Chaska,250,2.9,80,"Italian,Chinese,Indian,Biryani,Snacks",Rohini,47
352683,Rohini,Delhi,Rhythm Room,300,2.9,80,"Continental,Beverages,Chinese",Rohini,44
352917,Rohini,Delhi,Desi Cafe,300,2.9,80,Indian,Rohini,51
353383,Rohini,Delhi,Madhu'S Kitchen,200,4,20,"North Indian,Indian",Rohini,47
354264,Rohini,Delhi,The Waffle Co,300,4.3,50,"Desserts,Beverages",Rohini,54
354629,Rohini,Delhi,Box8 - Desi Meals,250,4,500,"North Indian,Biryani,Combo,Snacks",Rohini,38
354630,Rohini,Delhi,Itminaan Biryani - Dum Pukht,250,4,50,"North Indian,Biryani,Combo,Snacks",Rohini,46
354631,Rohini,Delhi,Mealful Rolls - Meals In A Roll,250,4.1,50,"North Indian,Biryani,Combo,Snacks",Rohini,46
354632,Rohini,Delhi,Leancrust Pizza - Thincrust Experts,350,4.2,50,"Pizzas,Italian",Rohini,45
354893,Patel  Nagar,Delhi,Sk 2 Pizza And Burger,200,2.9,80,"Pizzas,Continental",Kirti Nagar,71
355867,Punjabi Bagh,Delhi,Wonder Bao,800,4.1,50,"Chinese,Fast Food,Pan-Asian",Punjabi Bagh,71
356158,Rohini,Delhi,Flavour Of Spices,250,2.9,80,"Mughlai,North Indian,Chinese",Rohini,58
356575,Rohini,Delhi,Momo Magic Cafe,300,4.3,100,"Beverages,Chinese,Fast Food",Rohini,40
356627,Sector 8 Rohini,Delhi,Rollsome,250,4,500,Beverages,Rohini,36
357470,Rohini,Delhi,Hyderabadi Dum Biryani,250,3.4,50,"Biryani,North Indian",Rohini,35
357471,Rohini,Delhi,Purani Dilli Biryani,250,2.9,80,"Indian,Chinese,Continental",Rohini,36
357476,Rohini,Delhi,Dilli 6 Biryani,250,2.9,80,"Indian,Biryani,Chinese,Combo",Rohini,44
358139,Pitam Pura,Delhi,Kuremal Mahavir Prasad Kulfi Wale - Kuremal Kulfi,200,3.9,20,Ice Cream,Nsp,45
358727,Rohini,Delhi,Chhaunk,150,4.3,100,"North Indian,Desserts",Rohini,47
359220,Sector 10 Rohini,Delhi,Pind De Chur Chur Naan By Pind Balluchi,600,3.4,20,North Indian,Rohini,45
359510,Sector 10 Rohini,Delhi,The Bowl Club By Pind Balluchi,600,3.9,20,North Indian,Rohini,45
359938,Rohini,Delhi,Kahi Se Bhi,300,2.9,80,"Biryani,Mughlai,Tandoor,North Indian",Rohini,45
361532,Sector 29,Delhi,Dana Paani,300,2.9,80,"Biryani,North Indian",Rohini,48
361537,Sector 8,Delhi,Raja Bhoj & Co.,300,2.9,80,"Tandoor,Indian",Rohini,57
361543,Sector 29,Delhi,Rozi Roti,300,2.9,80,"Biryani,Mughlai,North Indian,Tandoor",Rohini,49
361653,Rohini,Delhi,Bhukha Sher,300,2.9,80,"North Indian,Tandoor,Biryani,Mughlai",Rohini,40
361654,Rohini,Delhi,Shanghai Chillie'S,300,2.9,80,"Chinese,Fast Food,Thai",Rohini,45
362068,Vishnu Garden,Delhi,Budget Bytes,150,3.9,20,"Chinese,Arabian,Fast Food",Janakpuri,76
362274,Rohini,Delhi,Fat Chinese Chef,300,2.9,80,"Chinese,Fast Food",Rohini,52
362276,Rohini,Delhi,Dou Chi,300,2.9,80,"Fast Food,Indian,Chinese",Rohini,52
362280,Rohini,Delhi,Roti Aur Boti Xpress,300,2.9,80,"Biryani,Mughlai,Tandoor,North Indian,Combo",Rohini,45
362286,Rohini,Delhi,Chopper'S Stop,300,2.9,80,"Chinese,Fast Food,Indian",Rohini,51
362287,Rohini,Delhi,Excellent Dumpling House,300,2.9,80,"Fast Food,Chinese,Indian",Rohini,47
362300,Rohini,Delhi,Ballu Bawarchi,300,2.9,80,"North Indian,Biryani,Mughlai,Tandoor",Rohini,50
364144,Rajouri Garden,Delhi, Kishori Lal Paan,100,4.4,100,"Paan,Beverages,Desserts",Rajouri Garden,77
366015,Rohini,Delhi,Jd Meals,200,3.7,20,"Indian,Thalis,Combo,Beverages",Rohini,48
369174,Rajouri Garden,Delhi,Tamba,400,4,100,"North Indian,Mughlai,Biryani,Kebabs,Desserts",Najafgarh Rd,76
369228,Paschim Vihar,Delhi,Brown Munde,300,4.3,100,"Chinese,Italian,Snacks,Fast Food",Paschim Vihar,53
370359,Rajouri Garden,Delhi,Pa Pa Ya,800,4.1,100,"Japanese,Pan-Asian,Thai,Sushi,Chinese",Najafgarh Road Block-Z,76
370370,Rohini,Delhi,Oye Chhotu,300,2.9,80,"Mughlai,North Indian,Tandoor",Rohini,47
371595,Rohini,Delhi,Momo Shomo,300,4.2,100,"Asian,Chinese,Tibetan,North Eastern,Beverages,Fast Food,Street Food",Rohini,40
371701,Rohini,Delhi,Atrangi Food Cafe,250,2.9,80,"Chinese,Continental,Italian,Pastas,Pizzas",Rohini,49
372208,Rohini,Delhi,Moonmoon - Juicy Crustwiches,300,4.3,100,"Fast Food,American,Snacks,Beverages",Rohini,40
372603,Ramesh Nagar,Delhi,The Dineroom,450,4.6,20,"Chinese,Indian,Salads,South Indian,Desserts",Club Road,73
372612,Rohini,Delhi,Curry Mantra,400,2.9,80,"Chinese,Italian,Indian",Rohini,46
373000,Ramesh Nagar,Delhi,Currchi,400,4.1,100,"Chinese,North Indian,Pastas",Punjabi Bagh,67
374962,Rajouri Garden,Delhi,Mr Crust Bakers,400,4.5,100,"Bakery,Desserts",Rajouri Garden,67
375997,Rohini,Delhi,Artinci - Indulge Guilt Free!,200,4.4,50,"Ice Cream,Healthy Food,Keto,Desserts,Snacks,Beverages,Bakery",Rohini,39
376168,Rajouri Garden,Delhi,White Cub,200,2.9,80,Ice Cream,Rajouri Garden,78
376436,Tagore Garden Extension,Delhi,Musafir By Imly,400,4,50,"Indian,Chinese,Italian",Rajouri Garden,73
377857,Kirti Nagar,Delhi,Foodiz Dhaba,300,2.9,80,"Chinese,Indian",Kirti Nagar,73
378321,Punjabi Bagh,Delhi,Shakespeare Cafe (Punjabi Bagh),400,2.9,80,"Indian,Tandoor,Chinese",Punjabi Bagh,75
379518,Paschim Vihar,Delhi,Durga Dosa Corner,200,4.2,100,"South Indian,Chinese",Paschim Vihar,44
379776,Nsp,Delhi,Hill Chillz 26,300,4.3,50,"Ice Cream,Beverages",Nsp,50
380396,Punjabi Bagh,Delhi,Pranav Kabab,600,2.9,80,"Indian,Chinese,Mughlai,Biryani",Punjabi Bagh,71
381336,Rohini,Delhi,Healthy Tree,350,4.1,100,"Beverages,Healthy Food,Salads",Rohini,46
381671,Rohini,Delhi,Standard Ice Cream(Rohini Sector-6 Ayodhya Chowk Wale),150,4,50,"Street Food,Desserts,Beverages",Rohini,25
383038,Nsp,Delhi,Pizzapastaburger Coin,200,3.7,50,"Pizzas,Fast Food",Nsp,62
383084,Punjabi Bagh,Delhi,Nori,800,2.9,80,"Asian,Chinese,Burmese,Thai,Seafood",Punjabi Bagh,69
385841,Paschim Vihar,Delhi,Kakas Food Point,300,4.6,20,"Chinese,Fast Food,North Indian",Paschim Vihar,57
385870,Paschim Vihar,Delhi,Burger And Sandwich Karol Bagh Wale (Taal),500,2.9,80,Healthy Food,Paschim Vihar,57
385872,Paschim Vihar,Delhi,Late Night Burger,500,2.9,80,Healthy Food,Paschim Vihar,56
385874,Paschim Vihar,Delhi,Healthy Food,500,2.9,80,Healthy Food,Paschim Vihar,59
385875,Paschim Vihar,Delhi,Loud Cloud,500,2.9,80,Healthy Food,Paschim Vihar,49
385876,Paschim Vihar,Delhi,Late Night Sandwich,500,2.9,80,Healthy Food,Paschim Vihar,56
386417,Punjabi Bagh,Delhi,Sticky Rice,1000,4.3,100,"Pan-Asian,Asian,Chinese,Japanese,Sushi,Thai,Seafood,Desserts",Punjabi Bagh,71
387752,Rohini,Delhi,Amjad Delhi Darbaar,200,2.9,80,Indian,Mangolpuri,46
387953,Punjabi Bagh,Delhi,Aioli Bistro,1000,4.2,100,"Italian,Continental,Pizzas,Salads,Pastas,Desserts",Punjabi Bagh,65
389001,Rohini,Delhi,The House Of Chopsticks By Pind Balluchi,300,2.9,80,"North Indian,Chinese",Rohini,47
390153,Rohini,Delhi,Nh1 Bowls - Highway To North,250,3.9,50,"North Indian,Biryani,Combo,Snacks",Rohini,38
391098,Rohini,Delhi,Zaza 22 Spice Biryani,250,4,100,"North Indian,Biryani,Combo,Snacks",Rohini,38
391855,Rohini,Delhi,Murg Express,300,2.9,80,North Indian,Rohini,57
393591,Paschim Vihar,Delhi,Level 2 By Radisson Blu,1000,2.9,80,Desserts,Paschim Vihar,56
393592,Paschim Vihar,Delhi,Indyaki By Radisson Blu,1000,2.9,80,Desserts,Paschim Vihar,58
393593,Paschim Vihar,Delhi,Oro By Radisson Blu,1000,2.9,80,Desserts,Paschim Vihar,58
393594,Paschim Vihar,Delhi,Tea Lounge By Radisson Blu,1000,2.9,80,Desserts,Paschim Vihar,56
393595,Paschim Vihar,Delhi,Cupcakes By Radisson Blu,1000,2.9,80,Desserts,Paschim Vihar,61
393761,Rohini,Delhi,Shiv Shankar Dhaba,170,4,100,"Chinese,Thalis,Snacks",Rohini,36
397995,Rohini,Delhi,The Godfathers Cafe,350,2.9,80,"Fast Food,Beverages",Rohini,62
399450,Nsp,Delhi,Village Pizza,200,2.9,80,Pizzas,Nsp,51
399608,Rohini,Delhi,Parashar Foods,350,3.7,20,"Indian,Tandoor,Snacks,Sweets,North Indian",Rohini,34
400823,Rohini,Delhi,Pao Ji Aamchi Mumbai Se,150,3.1,50,"Indian,Snacks,Street Food,Fast Food",Rohini,35
402167,Rohini,Delhi,Dl Roll Bo55,200,2.9,80,"Fast Food,Snacks",Rohini,45
402513,Punjabi Bagh,Delhi,Tandoori Kingdom,500,2.9,80,North Indian,Punjabi Bagh,69
402809,Rajouri Garden,Delhi,Nomad Pizza- Traveller Series,700,4.2,50,"Pizzas,Beverages,Continental",Rajouri Garden,74
402897,Rohini,Delhi,Yummy Bites,300,3.8,100,"Indian,Chinese",Rohini,52
403655,Paschim Vihar,Delhi,Mehendiram Restaurant & Mocktail Bar,300,2.9,80,"Indian,Chinese,Tandoor",Paschim Vihar,52
403663,Rohini,Delhi,Vhc Food Chain,300,3.9,50,"Chinese,North Indian,Snacks,Pastas,Combo,Beverages",Rohini,48
404504,Nsp,Delhi,The Bhukkad Chowk,400,2.9,80,"Chinese,Beverages",Nsp,64
404553,Rohini,Delhi,That Pizza Place,500,4,50,"Pizzas,Italian,Fast Food,Desserts,Continental,Mediterranean,American,Mexican,Indian,Combo,Beverages,Bakery,French,Sweets,European,Lebanese,Snacks",Rohini,36
404690,Rohini,Delhi,The Tangdi Club,400,2.9,80,"Indian,Tandoor,Biryani,North Indian,Fast Food,Mughlai,Snacks,Kebabs",Rohini,50
404885,Sector 7 Rohini,Delhi,Ya Ya Momo,300,4,100,"Snacks,Fast Food,Chinese",Nsp,39
405296,Sector 7 Rohini,Delhi,Momo Shack,300,4.1,100,"Chinese,Fast Food",Nsp,44
405532,Rohini,Delhi,Laale Di Chaap,350,2.9,80,North Indian,Rohini,44
405728,Rohini,Delhi,Saffron Flavors,300,4,500,"North Indian,Biryani,Punjabi",Rohini,44
406321,Rohini,Delhi,Snac Zilla,300,2.9,80,"Chinese,Snacks,Beverages",Rohini,47
407248,Rohini,Delhi,Puratan Restaurant,1000,2.9,80,"Chinese,North Indian",Rohini,57
408310,Rohini,Delhi,Combo Express,200,2.9,80,"Snacks,Beverages",Rohini,44
408629,Rohini,Delhi,Desi Matki,300,2.9,80,"North Indian,Snacks",Rohini,48
408661,Rohini,Delhi,The Kathi Rolls Point,390,2.9,80,"Snacks,Fast Food",Rohini,72
408906,Rohini,Delhi,Love Chinese Corner,300,2.9,80,"North Indian,Fast Food,Chinese",Rohini,55
408920,Rajouri Garden,Delhi,Pizza Guyz By Hudson Chopsticks,700,4.5,20,Pizzas,Rajouri Garden,79
409321,Pitampura,Delhi,Lords Of Shawarma (Pitampura),200,3.1,100,"Lebanese,Chinese",Pitampura,51
409646,Janakpuri,Delhi,Gourmet Tandoor,150,2.9,80,"Tandoor,Indian,Chinese,Continental",Janakpuri,79
410117,Rajouri Garden,Delhi,Spicy Crave,200,4,50,Chinese,Rajouri Garden,74
410265,Rohini,Delhi,Wow! Momo,300,3.8,20,"Tibetan,Fast Food,Healthy Food,Asian,Chinese,Snacks,Continental,Desserts,Beverages",Rohini Wk,40
410266,Rohini,Delhi,Wow! China,400,3.5,20,"Tibetan,Fast Food,Chinese,Asian,Snacks,Continental,Desserts,Beverages",Rohini Wk,39
410548,Paschim Vihar,Delhi,Tandoori Chamcha,300,3.8,100,"North Indian,Chinese,Mughlai,Desserts,Tandoor",Paschim Vihar,53
410869,Pitampura,Delhi,Madhushala,600,2.9,80,"Indian,Chinese",Pitampura,60
411592,Rohini,Delhi,Chotiwala -The Mouth Watering Food,300,2.9,80,"North Indian,Biryani",Rohini,61
411660,Rohini,Delhi,Khan Chacha Hyderabadi,300,2.9,80,North Indian,Rohini,61
411770,Paschim Vihar,Delhi,Chines Hot Hub,199,2.9,80,Chinese,Paschim Vihar,52
411857,Rohini,Delhi,Shahenshah Taste Me Baap,300,2.9,80,North Indian,Rohini,62
411871,Rohini,Delhi,Bemisal Dharmender Hotel,300,2.9,80,"North Indian,Chinese",Rohini,55
411874,Rohini,Delhi,Express Sanjha Chulha Pure Veg,300,2.9,80,"Indian,Chinese",Rohini,63
411882,Rohini,Delhi,Mdh Masala Legendry Since 1960,300,2.9,80,"Indian,Snacks",Rohini,60
412151,Punjabi Bagh,Delhi,Chaubara,250,4.4,20,"Fast Food,Snacks,Beverages",Punjabi Bagh,71
412522,Rohini,Delhi,Sanjha Chulha Since 1979,300,2.9,80,North Indian,Rohini,55
412889,Rohini,Delhi,Moolchand Chur Chur Naan & Paratha Since 1979,300,2.9,80,North Indian,Rohini,62
413816,Rohini,Delhi,Cheesecake & Co,350,4.3,50,Bakery,Nsp,40
414443,Rohini,Delhi,The Kababs & Curry,300,2.9,80,"Chinese,North Indian",Rohini,56
415979,Rajouri Garden,Delhi,Hamiz Laziz Foods,350,4.5,50,"Indian,Mughlai,Biryani,Tandoor,Kebabs",Rajouri Garden,64
416015,Wazirpur Industrial Area,Delhi,Clay-1 Grill,400,4.1,100,"Indian,Chinese,Mughlai,Seafood",Wazirpur Industrial Area,77
416557,Pitampara,Delhi,Chunmun'S Snacks & More,250,2.9,80,"North Indian,Fast Food,Snacks",Nsp,45
416830,Rajouri Garden Extension,Delhi,Louis Burger,600,4.2,500,"American,Fast Food",Rajouri Garden Extension,74
417692,Paschim Vihar,Delhi,Dil Se Foodie Amul Butter Wale Burger,500,2.9,80,"Continental,American,Desserts,Fast Food,Mexican,Beverages,Punjabi",Paschim Vihar,57
418353,Sector -15,Delhi,Mummys Kitchen,500,2.9,80,Biryani,Sector -15,61
418585,Rohini,Delhi,Chicken Khurana,300,2.9,80,"Indian,Desserts,Snacks",Rohini,48
420727,Rani Bagh,Delhi,Kaleva,300,4.2,100,"Indian,Sweets,Street Food",Nsp,48
422325,Rohini,Delhi,The Sugar Free Keto Kafe - By Artinci,200,4.8,20,"Healthy Food,Keto,Desserts,Ice Cream,Snacks,Beverages,Bakery",Rohini,46
422979,Punjabi Bagh,Delhi,Kalaunji By Sticky Rice,800,4.4,50,"North Indian,Mughlai,Biryani,Desserts,Indian,Kebabs",Punjabi Bagh,72
424423,Nsp,Delhi,Bansal Sweet Shop,300,4.4,50,"Sweets,Snacks",Nsp,46
426072,Pitampura,Delhi,The Yellow Bowl,200,4.4,20,"Chinese,Italian",Nsp,48
427572,Rohini,Delhi,The Golden Yolk,200,2.9,80,"Indian,Snacks",Rohini,51
428979,Rohini,Delhi,Dine House,500,2.9,80,"Italian,Chinese,Tandoor,North Indian",Rohini,38
429200,Rohini,Delhi,Chitrakut,400,4.2,100,"Biryani,North Indian,Chinese,Thalis",Rohini,33
429697,Paschim Vihar,Delhi,M2M Momos,200,2.9,80,North Indian,Paschim Vihar,59
429772,Paschim Vihar,Delhi,Sam Special All Chinese Food,300,2.9,80,"Chinese,Fast Food",Paschim Vihar,57
430484,Rohini,Delhi,Karims Rohini,700,2.9,80,"Indian,North Indian",Rohini,45
431797,Nsp,Delhi,Kocktails & Kurries,400,2.9,80,"Indian,Asian,Italian,Fast Food",Nsp,46
431901,Rohini,Delhi,Just 99,200,2.9,80,"Indian,Combo,Thalis",Rohini,38
432396,Rohini,Delhi,Bansiwala,300,4.2,50,"North Indian,Snacks,Chinese,Bakery",Rohini,30
432496,Rohini,Delhi,Biryani Badshah,350,4.4,50,"Hyderabadi,South Indian,North Indian,Biryani,Andhra,Mughlai",Rohini,34
432557,Rohini,Delhi,Bikkgane Biryani,350,4.4,100,"Hyderabadi,South Indian,North Indian,Biryani,Andhra,Mughlai",Rohini,34
432780,Rohini,Delhi,Paratha Box - 2X Filling,250,4.4,20,"North Indian,Punjabi,Indian,Home Food,Combo,Beverages",Sector 7,40
433172,Rohini,Delhi,Filhall The Best Multi Cuisine Kitchen,200,2.9,80,"Indian,Chinese,Continental",Rohini,48
433587,Paschim Vihar,Delhi,Ghee And Turmeric,500,4.1,50,"North Indian,Tandoor,Punjabi,Beverages,Desserts,Mughlai",Paschim Vihar,55
434378,Kirti Nagar,Delhi,Desi Mirch Masala,150,2.9,80,"Chinese,Fast Food,Thalis",Kirti Nagar,72
434781,Rohini,Delhi,Taste Of Nawaabs,650,2.9,80,"Biryani,Indian",Rohini,53
435952,Moti Nagar,Delhi,Chattore,150,2.9,80,"Chinese,Tandoor",Kirti Nagar,77
436260,Rohini,Delhi,Taabartod Thali,200,2.9,80,"North Indian,Thalis,Tandoor,Desserts",Rohini,55
437330,Rohini,Delhi,Yum-Shum Chinese,300,2.9,80,"Chinese,Snacks",Rohini,57
437905,Rajouri Garden,Delhi,Wok On Fire,400,4.7,50,"Chinese,Thai,Asian",Rajouri Garden,76
437955,Janakpuri,Delhi,The Burger Company,300,2.9,80,"Fast Food,Beverages",Janakpuri,78
438252,Rohini Sector 7,Delhi,Protein Singh,250,2.9,80,"Fast Food,Salads,Beverages",Rohini Sector 7,47
438453,Rohini,Delhi,Patiala Flavours,500,2.9,80,Indian,Rohini,45
438825,Paschim Vihar,Delhi,Moms Kitchen,250,2.9,80,"Indian,Seafood",Paschim Vihar,56
438945,Nsp,Delhi,Nirmal Vada Pav,250,2.9,80,"Street Food,Fast Food",Nsp,53
439539,Ashok Vihar,Delhi,Mom'S Kitchen,249,2.9,80,Indian,Ashok Vihar,69
439844,Rohini,Delhi,Kbc(Kon Banega Chatora),500,2.9,80,"Chinese,Indian,Continental,Biryani",Rohini,46
439964,Punjabi Bagh,Delhi,Indi Fork,1000,2.9,80,North Indian,Punjabi Bagh,70
440426,Ashok Vihar,Delhi,Darbari Swad,400,2.9,80,"Indian,Tandoor,Biryani",Ashok Vihar,74
441066,Paschim Vihar,Delhi,Singh N Ching,400,2.9,80,"North Indian,Tandoor,Biryani",Paschim Vihar,51
441240,Rohini,Delhi,Delhi Se,400,2.9,80,"Chinese,North Indian,Tandoor,Combo,Biryani,Beverages",Rohini,44
441707,Rohini,Delhi,Kohinoor Foods & Snacks,250,2.9,80,"North Indian,Snacks,Beverages",Rohini,37
441848,Rohini,Delhi,Fat Wrap / Fat Roll - Giant Juicy And Stuffed!,400,2.9,80,"Fast Food,Snacks,Beverages,Desserts",Rohini,40
443045,Rohini,Delhi,Da Pizza Factory,300,2.9,80,Italian,Rohini,35
443086,Rohini,Delhi,Nirula'S,500,4.2,20,"Ice Cream,Desserts,Beverages",Rohini,39
443504,South West,Delhi,Eatfit,270,4.3,50,"Healthy Food,Pizzas,North Indian,Thalis,Biryani",Najafgarh Road,71
444780,Rohini,Delhi,Theobroma,850,4.4,100,"Desserts,Bakery,Beverages",Rohini,33
445802,Rohini,Delhi,Murthalwala,200,4.2,20,"Punjabi,North Indian,Indian",Rohini,37
445821,Rohini,Delhi,Mr Paratha,200,3.9,20,"Punjabi,North Indian,Indian",Rohini,37
445826,Rohini,Delhi,Lala Pakode Wala,200,4.4,20,"Snacks,Fast Food,Punjabi",Rohini,37
445830,Rohini,Delhi,Haandiwala,200,2.9,80,"Punjabi,North Indian,Indian",Rohini,37
445835,Rohini,Delhi,Thaaliwalaa,200,4,20,"Punjabi,North Indian,Indian,Thalis",Rohini,36
445859,Rohini,Delhi,Wat A Paratha,200,2.9,80,"Punjabi,North Indian,Indian",Rohini,37
445893,Rohini,Delhi,Chinese By Heart,200,4.1,20,"Chinese,Asian,Snacks,Fast Food",Rohini,37
445907,Rohini,Delhi,The Hungry Street,200,2.9,80,"Continental,Snacks,Fast Food",Rohini,46
445910,Rohini,Delhi,The Mealbox,200,2.9,80,"Thalis,Punjabi,North Indian,Indian",Rohini,38
445927,Rohini,Delhi,Mr Naan & Mrs Curry,200,2.9,80,"Punjabi,North Indian,Indian",Rohini,44
446812,Vardhman Premium Mall,Delhi,Biryani By Kilo,700,4.8,20,"Biryani,Mughlai,Kebabs,North Indian,Hyderabadi,Lucknowi,Andhra,South Indian",Rohini,53
448766,Paschim Vihar,Delhi,Uncle Ji Ka Kitchen,300,2.9,80,"North Indian,Thalis",Paschim Vihar,79
449740,Rohini,Delhi,Shahi Chiken Corner,350,2.9,80,Indian,Rohini,60
450002,Sainik Vihar Pritampura,Delhi,Tandoori Junction,350,2.9,80,"North Indian,Tandoor,Thalis,Beverages",Rohini,48
450067,Rohini,Delhi,The Special Cheeseyest Pizza,200,2.9,80,"Pizzas,Fast Food",Rohini,60
450484,Rohini,Delhi,The Special Roll,200,2.9,80,Snacks,Rohini,45
450510,Rohini,Delhi,Pradeep Egg Center,500,2.9,80,Snacks,Rohini,47
451508,Rohini,Delhi,Dilli Meri Jaan,350,2.9,80,"Chinese,Indian",Rohini,45
451592,Nsp,Delhi,The Tribbiani'S Pizzeria,450,2.9,80,"Pizzas,Italian,Beverages",Nsp,59
451978,Rohini,Delhi,Hyderabadi Biryani,350,2.9,80,"Biryani,Indian,Chinese,Beverages",Rohini,47
451989,Rohini,Delhi,Hyderabadi Handi Biryani,350,2.9,80,North Indian,Rohini,40
452723,Rohini,Delhi,Lajawab Biryani Corner,350,2.9,80,"Biryani,Chinese",Rohini,39
453947,Rajouri Garden,Delhi,Urban Food House,150,2.9,80,"Chinese,Continental,Fast Food",Rajouri Garden,74
454303,Rohini,Delhi,Lazeez Handi Biryani,350,2.9,80,"Biryani,Chinese,Beverages",Rohini,39
454311,Rohini,Delhi,Handi Biryani Kingdom,350,2.9,80,"Biryani,Chinese,Beverages",Rohini,39
454313,Rohini,Delhi,Handi Biryani Wala,350,2.9,80,"Biryani,Chinese,Beverages",Rohini,39
454321,Rohini,Delhi,Handi Biryani Empire,350,2.9,80,"Biryani,Chinese,Beverages",Rohini,39
454348,Rohini,Delhi,Handi Biryani,350,2.9,80,"Biryani,Chinese,Beverages",Rohini,39
455443,Keshav Puram,Delhi,Mama Chicken,450,2.9,80,"Chinese,North Indian,Pastas,Snacks,Mughlai",Keshav Puram,72
456230,Nsp,Delhi,China Gate Fast Food,250,2.9,80,Chinese,Nsp,63
456823,Begampur,Delhi,Pehalwan Ji Delhi 6 Chicken Restaurant,300,2.9,80,"North Indian,Seafood,Biryani",Begampur,66
457542,Rohini,Delhi,Shahi Tandoor,300,2.9,80,"Tandoor,Indian",Rohini,47
457568,Ashok Vihar,Delhi,Daksh Rasoi,500,2.9,80,"North Indian,Thalis,Combo",Ashok Vihar,75
458258,Nsp,Delhi,Fat Tiger,300,5,20,"Pizzas,Chinese,Snacks,Beverages,American",Nsp,73
458404,Rohini,Delhi,Tandoori Bites,500,2.9,80,"Indian,North Indian,Fast Food",Rohini,58
458570,Rohini,Delhi,Kitchen Queen,200,2.9,80,"Indian,Combo,Beverages",Rohini,46
459564,Rohini,Delhi,Pan & Grill,200,2.9,80,Snacks,Rohini,55
459832,Nsp,Delhi,Chef Nation,300,2.9,80,"Chinese,Beverages",Nsp,50
460316,Begampur,Delhi,Yellow Berries,250,2.9,80,"North Indian,Bengali",Begampur,63
461036,Rohini,Delhi,Punjab Chicken Corner,300,2.9,80,"Punjabi,North Indian,Tandoor,Chinese",Rohini,34
